1 Time,1 Position,2 Position,3 Position,4 Position,5 Position,6 Position,7: Position,8 Position,9 Position,10 Position,11 Position,12 Position
3.4,0.0437000095844269,0.0194000005722046,0.0441000163555145,0.0703999996185303,0.0526999831199646,0.0682999789714813,0.00450000166893005,-0.0125000178813934,0.0153000056743622,0.0224999785423279,0.0373999774456024,0.0439999997615814
3.45,0.0434000194072723,0.0330000221729279,0.0402000248432159,0.0689999759197235,0.0342999994754791,0.060699999332428,0.0162999927997589,0,0.0263999998569489,0.00759997963905335,0.0433000028133392,0.0415999889373779
3.5,0.0350000262260437,0.0406000018119812,0.031900018453598,0.0578999817371368,0.0117999911308289,0.0464999973773956,0.027099996805191,0.0115000009536743,0.0349999964237213,-0.00800001621246338,0.0422999858856201,0.0325999855995178
3.55,0.0260000228881836,0.0441000163555145,0.0180000066757202,0.0401999950408936,-0.0115000009536743,0.025299996137619,0.0361000001430512,0.0221999883651733,0.0415999889373779,-0.0226000249385834,0.0356999933719635,0.020799994468689
3.6,0.0104000270366669,0.0416000187397003,0,0.0152999758720398,-0.0364000201225281,0.000999987125396729,0.0415999889373779,0.0311999917030334,0.0447999835014343,-0.0330000221729279,0.0241999924182892,0.00309997797012329
3.65,-0.00379997491836548,0.0333000123500824,-0.0162999927997589,-0.0108000040054321,-0.050000011920929,-0.0232000052928925,0.0453999936580658,0.0381999909877777,0.0451000034809113,-0.0392000079154968,0.00900000333786011,-0.0139000117778778
3.7,-0.0190999805927277,0.0205000042915344,-0.0294999778270721,-0.0347000062465668,-0.0604000091552734,-0.0437000095844269,0.0453999936580658,0.0426999926567078,0.0419999957084656,-0.0406000018119812,-0.00699999928474426,-0.0285000205039978
3.75,-0.0311999917030334,0.0049000084400177,-0.0398999750614166,-0.0524000227451324,-0.0635000169277191,-0.0600000023841858,0.0429999828338623,0.0436999797821045,0.0363999903202057,-0.0367999970912933,-0.0222000181674957,-0.0382000207901001
3.8,-0.0401999950408936,-0.0110999941825867,-0.0443999767303467,-0.0624000132083893,-0.0565000176429749,-0.0656000077724457,0.0374999940395355,0.0419999957084656,0.02879998087883,-0.0285000205039978,-0.0358000099658966,-0.04380002617836
3.85,-0.0419999957084656,-0.0263999998569489,-0.0436999797821045,-0.065200001001358,-0.0441000163555145,-0.0638000071048737,0.02879998087883,0.0374999940395355,0.0180000066757202,-0.0166999995708466,-0.042000025510788,-0.0434000194072723
3.9,-0.0398999750614166,-0.0367999970912933,-0.0374999940395355,-0.0604000091552734,-0.0236000120639801,-0.0531000196933746,0.0187000036239624,0.0302000045776367,0.00589999556541443,-0.00140002369880676,-0.0444000065326691,-0.0375000238418579
3.95,-0.0315999984741211,-0.0436999797821045,-0.0259999930858612,-0.0468000173568726,-0.00210002064704895,-0.0364000201225281,0.00689998269081116,0.020799994468689,-0.00519999861717224,0.0144999921321869,-0.039900004863739,-0.027099996805191
4,-0.020499974489212,-0.0439999997615814,-0.010699987411499,-0.027400016784668,0.0214999914169312,-0.0142000019550323,-0.00519999861717224,0.0101000070571899,-0.0170000195503235,0.0273999869823456,-0.0313000082969666,-0.0129000246524811
4.05,-0.00619998574256897,-0.0394999980926514,0.00560000538825989,-0.00350001454353333,0.0405999720096588,0.00899997353553772,-0.0170000195503235,-0.00210002064704895,-0.027400016784668,0.0370999872684479,-0.0166999995708466,0.00409999489784241
4.1,0.00870001316070557,-0.0290999710559845,0.0205000042915344,0.0211999714374542,0.0561999976634979,0.0311999917030334,-0.0270000100135803,-0.012800008058548,-0.0364000201225281,0.0397999882698059,-0.000400006771087647,0.0200999975204468
4.15,0.0222000181674957,-0.0148999989032745,0.0330000221729279,0.0429999828338623,0.0616999864578247,0.0488999783992767,-0.0356999933719635,-0.0243000090122223,-0.0423000156879425,0.0384999811649323,0.0148999989032745,0.0325999855995178
